Price,Close,High,Low,Open,Volume,EMA_20,RSI,MACD,MACD_signal,VWAP,BB_MID,BB_STD,BB_UPPER,BB_LOWER,ATR
Ticker,NYKAA.NS,NYKAA.NS,NYKAA.NS,NYKAA.NS,NYKAA.NS,,,,,,,,,,
Datetime,,,,,,,,,,,,,,,
2025-07-31 04:17:00+00:00,213.38999938964844,213.5399932861328,213.32000732421875,213.5399932861328,6055,212.89424062670642,72.4409921843555,0.5154592480174927,0.4939097703091686,212.9659883612422,212.97049942016602,0.44157059802853676,213.8536406162231,212.08735822410895,0.35928453717912945
2025-07-31 04:18:00+00:00,213.4199981689453,213.4199981689453,213.24000549316406,213.38999938964844,9799,212.94431277358632,69.29836302552502,0.49428298007580906,0.49398441226249673,212.97968663173242,212.99449920654297,0.45272894948535797,213.8999571055137,212.08904130757224,0.3464268275669643
2025-07-31 04:19:00+00:00,213.35000610351562,213.47999572753906,213.19000244140625,213.47999572753906,5689,212.98295023357957,70.53610354223433,0.4664756198584712,0.48848265378169164,212.9868153871719,213.01899948120118,0.45829182524212053,213.9355831316854,212.10241583071695,0.3535701206752232
2025-07-31 04:20:00+00:00,213.41000366210938,213.67999267578125,213.30999755859375,213.49000549316406,28427,213.02362198867766,69.86336684712555,0.4441593950761842,0.47961800204059013,213.0299860404512,213.04699935913087,0.46448852396995344,213.97597640707076,212.11802231119097,0.37142726353236605
2025-07-31 04:21:00+00:00,213.0,213.2899932861328,212.9499969482422,213.27999877929688,7428,213.02137227547027,54.661071742616244,0.3889066830120953,0.4614757382348912,213.03113471287085,213.0514991760254,0.4635264337440781,213.97855204351356,212.12444630853724,0.3735711233956473
2025-07-31 04:22:00+00:00,213.02000427246094,213.02000427246094,212.91000366210938,213.0,1503,213.0212419894694,50.91763026010023,0.34278131856547134,0.4377368543010072,213.0309136020198,213.08599929809571,0.43157646651269277,213.9491522311211,212.22284636507032,0.3399996076311384
2025-07-31 04:23:00+00:00,212.85000610351562,213.02000427246094,212.8300018310547,213.02000427246094,9818,213.00493380985475,47.23425254368251,0.28917576521061505,0.4080246364829288,213.02707376635092,213.1159996032715,0.389176206726796,213.8943520167251,212.3376471898179,0.34142848423549105
2025-07-31 04:24:00+00:00,212.6999969482422,212.8699951171875,212.6199951171875,212.86000061035156,6625,212.9758922039869,46.058046624710336,0.23191511968042278,0.3728027331224276,213.02130792238916,213.12399978637694,0.3782020589701709,213.8804039043173,212.3675956684366,0.34785679408482145
2025-07-31 04:25:00+00:00,212.5500030517578,212.83999633789062,212.5500030517578,212.75,8430,212.93533133234604,41.76696244729876,0.17244455813892046,0.3327310981257262,213.01227863520344,213.13000030517577,0.3674095239901864,213.86481935315615,212.3951812571954,0.34928458077566965
2025-07-31 04:26:00+00:00,212.49000549316406,212.58999633789062,212.39999389648438,212.5,1471,212.89291934766206,27.75133240855662,0.11909950316143636,0.29000477913286826,213.01010531327526,213.12750091552735,0.3717784814392944,213.87105787840594,212.38394395264876,0.31428418840680805
2025-07-31 04:27:00+00:00,212.1999969482422,212.42999267578125,212.1999969482422,212.42999267578125,2639,212.82692673819352,23.728703973103165,0.052813100343001906,0.242566443374895,213.00463586302922,213.0985008239746,0.4198277412669185,213.93815630650843,212.25884534144078,0.3157141549246652
2025-07-31 04:28:00+00:00,212.22000122070312,212.36000061035156,212.22000122070312,212.32000732421875,2200,212.76912430795633,22.746710849448917,0.00187323268619366,0.19442780123715475,213.00007647413597,213.0605010986328,0.46326585677148546,213.98703281217578,212.13396938508984,0.3142852783203125
2025-07-31 04:29:00+00:00,212.1699981689453,212.19000244140625,212.10000610351562,212.17999267578125,5190,212.71206467566958,6.565866740648275,-0.04204711485107282,0.14713281801950923,212.98791237397467,213.02000122070314,0.5042659791959566,214.02853317909506,212.0114692623112,0.2557133265904018
2025-07-31 04:30:00+00:00,211.83999633789062,212.1300048828125,211.83999633789062,212.1300048828125,14120,212.62901054826204,6.632879463764397,-0.1023034065401589,0.09724557310757562,212.9483710884539,212.96750106811524,0.5690150818768563,214.10553123186895,211.82947090436153,0.24642726353236608
2025-07-31 04:31:00+00:00,211.75,211.83999633789062,211.66000366210938,211.66000366210938,2394,212.54529525795135,6.842329283081298,-0.15552609613925483,0.04669123925820953,212.9407771659581,212.90700073242186,0.6308236878457484,214.16864810811336,211.64535335673037,0.24357060023716517
